iter	Passed	Remaining
401	18764	4574
402	18810	4527
403	18863	4482
404	18908	4435
405	18950	4387
406	18997	4340
407	19044	4294
408	19092	4247
409	19143	4202
410	19220	4162
411	19291	4120
412	19357	4077
413	19398	4029
414	19437	3981
415	19493	3936
416	19546	3890
417	19588	3842
418	19631	3795
419	19679	3748
420	19722	3700
421	19770	3654
422	19824	3608
423	19875	3562
424	19928	3516
425	19973	3469
426	20018	3422
427	20065	3375
428	20109	3328
429	20158	3281
430	20210	3235
431	20265	3190
432	20323	3144
433	20376	3098
434	20422	3051
435	20467	3004
436	20512	2957
437	20556	2909
438	20602	2862
439	20651	2816
440	20705	2770
441	20745	2722
442	20785	2674
443	20827	2626
444	20874	2579
445	20918	2532
446	20961	2485
447	21001	2437
448	21058	2391
449	21132	2348
450	21193	2302
451	21249	2256
452	21314	2211
453	21355	2163
454	21405	2117
455	21460	2070
456	21508	2023
457	21558	1976
458	21610	1930
459	21657	1883
460	21693	1835
461	21737	1787
462	21783	1740
463	21839	1694
464	21871	1646
465	21905	1598
466	21943	1550
467	21979	1502
468	22019	1455
469	22056	1407
470	22096	1360
471	22134	1313
472	22172	1265
473	22210	1218
474	22247	1170
475	22281	1123
476	22319	1076
477	22353	1028
478	22387	981
479	22419	934
480	22454	886
481	22490	839
482	22554	793
483	22597	747
484	22644	700
485	22693	653
486	22770	607
487	22815	561
488	22863	514
489	22921	467
490	22990	421
491	23048	374
492	23094	327
493	23132	280
494	23174	234
495	23218	187
496	23255	140
497	23292	93
498	23330	46
499	23364	0
